claim_id,rating_group,accident_year,accident_date,report_date,true_ultimate,close_date,status
CLM-001712,A,2025,2025-05-13,2025-06-05,25262.28,,Open
CLM-001713,A,2025,2025-08-16,2025-08-23,5378.26,,Open
CLM-001714,A,2025,2025-01-08,2025-01-21,10505.53,,Open
CLM-001715,A,2025,2025-11-20,2025-12-05,10689.97,,Open
CLM-001716,A,2025,2025-01-22,2025-02-21,4859.59,,Open
CLM-001717,A,2025,2025-07-17,2025-07-27,4171.33,,Open
CLM-001718,A,2025,2025-05-09,2025-05-25,5917.52,,Open
CLM-001719,A,2025,2025-01-14,2025-01-31,5319.28,,Open
CLM-001720,A,2025,2025-06-18,2025-07-02,2527.72,,Open
CLM-001721,A,2025,2025-12-08,2026-01-12,4705.11,,Open
CLM-001722,A,2025,2025-03-02,2025-04-02,9540.51,,Open
CLM-001723,A,2025,2025-04-17,2025-06-01,20606.56,2025-09-21,Closed
CLM-001724,A,2025,2025-03-11,2025-03-26,11911.65,,Open
CLM-001725,A,2025,2025-02-15,2025-04-02,1049.3,,Open
CLM-001726,A,2025,2025-03-26,2025-04-02,12736.39,,Open
CLM-001727,A,2025,2025-07-28,2025-08-04,5055.87,,Open
CLM-001728,A,2025,2025-10-12,2025-10-20,11017.44,,Open
CLM-001729,A,2025,2025-09-09,2025-09-29,7687.49,,Open
CLM-001730,A,2025,2025-10-09,2025-11-24,6699.68,,Open
CLM-001731,A,2025,2025-09-19,2025-10-02,7183.11,,Open
CLM-001732,A,2025,2025-05-20,2025-06-03,7638.56,,Open
CLM-001733,A,2025,2025-11-25,2025-12-12,21890.36,,Open
CLM-001734,A,2025,2025-03-04,2025-04-02,7654.84,,Open
CLM-001735,A,2025,2025-09-13,2025-09-27,17933.05,,Open
CLM-001736,A,2025,2025-02-10,2025-02-23,16030.13,,Open
CLM-001737,A,2025,2025-10-07,2025-10-14,12991.46,,Open
CLM-001738,A,2025,2025-02-01,2025-02-14,1962.64,,Open
CLM-001739,A,2025,2025-03-20,2025-05-04,18367.79,,Open
CLM-001740,A,2025,2025-05-23,2025-06-13,5461.76,,Open
CLM-001741,A,2025,2025-09-11,2025-09-22,15446.890000000001,,Open
CLM-001742,A,2025,2025-01-17,2025-03-05,3674.3,,Open
CLM-001743,A,2025,2025-04-04,2025-04-17,3119.42,,Open
CLM-001744,A,2025,2025-05-02,2025-06-25,35617.92,,Open
CLM-001745,A,2025,2025-09-24,2025-11-16,3718.57,,Open
CLM-001746,A,2025,2025-12-17,2026-01-06,18789.57,,Open
CLM-001747,A,2025,2025-08-13,2025-08-20,8513.89,,Open
CLM-001748,A,2025,2025-07-05,2025-10-12,5623.04,,Open
CLM-001749,A,2025,2025-05-03,2025-05-29,7507.87,,Open
CLM-001750,A,2025,2025-10-28,2025-11-12,2852.74,,Open
CLM-001751,A,2025,2025-02-09,2025-03-20,7689.74,,Open
CLM-001752,A,2025,2025-02-17,2025-03-21,3375.26,,Open
CLM-001753,A,2025,2025-03-15,2025-05-04,5730.95,,Open
CLM-001754,A,2025,2025-04-08,2025-04-20,15850.79,2025-11-03,Closed
CLM-001755,A,2025,2025-06-18,2025-07-12,9452.5,,Open
CLM-001756,A,2025,2025-12-12,2025-12-20,2481.34,,Open
CLM-001757,A,2025,2025-08-26,2025-09-26,14974.72,,Open
CLM-001758,A,2025,2025-05-20,2025-06-08,7729.26,,Open
CLM-001759,A,2025,2025-03-19,2025-04-12,5118.44,2025-12-08,Closed
CLM-001760,A,2025,2025-08-25,2025-09-12,13813.27,,Open
CLM-001761,A,2025,2025-04-03,2025-04-19,6832.47,,Open
CLM-001762,A,2025,2025-12-23,2026-01-02,3166.41,,Open
CLM-001763,A,2025,2025-06-24,2025-07-28,32259.34,,Open
CLM-001764,A,2025,2025-07-21,2025-09-15,7668.84,,Open
CLM-001765,A,2025,2025-11-26,2025-12-09,7299.4,,Open
CLM-001766,A,2025,2025-04-22,2025-05-21,5688.46,,Open
CLM-001767,A,2025,2025-06-22,2025-07-19,19286.06,,Open
CLM-001768,A,2025,2025-07-14,2025-08-03,5187.13,,Open
CLM-001769,A,2025,2025-04-09,2025-04-15,2364.15,,Open
CLM-001770,A,2025,2025-01-20,2025-01-28,4607.62,,Open
CLM-001771,A,2025,2025-04-14,2025-04-25,21595.09,,Open
CLM-001772,A,2025,2025-02-11,2025-02-15,14753.12,,Open
CLM-001773,A,2025,2025-09-04,2025-10-27,6385.62,,Open
CLM-001774,A,2025,2025-01-03,2025-01-28,22382.27,,Open
CLM-001775,A,2025,2025-04-26,2025-05-15,13826.74,,Open
CLM-001776,A,2025,2025-11-19,2025-11-23,6328.95,,Open
CLM-001777,A,2025,2025-07-27,2025-08-01,6839.3,,Open
CLM-001778,A,2025,2025-09-03,2025-09-22,10015.64,,Open
CLM-001779,A,2025,2025-09-02,2025-11-20,4094.72,,Open
CLM-001780,A,2025,2025-04-19,2025-05-01,7798.66,,Open
CLM-001781,A,2025,2025-08-19,2025-09-24,9856.42,,Open
CLM-001782,A,2025,2025-03-22,2025-04-05,2119.22,,Open
CLM-001783,A,2025,2025-08-20,2025-09-09,6717.08,,Open
CLM-001784,A,2025,2025-09-07,2025-10-23,6153.65,,Open
CLM-001785,A,2025,2025-11-16,2025-12-01,17156.54,,Open
CLM-001786,A,2025,2025-12-02,2025-12-14,1877.06,,Open
CLM-001787,A,2025,2025-01-09,2025-03-03,5792.8,,Open
CLM-001788,A,2025,2025-04-20,2025-05-10,5362.32,2025-09-20,Closed
CLM-001789,A,2025,2025-07-19,2025-08-30,16281.06,,Open
CLM-001790,A,2025,2025-04-28,2025-05-10,7515.29,,Open
CLM-001791,A,2025,2025-08-14,2025-10-06,30999.55,,Open
CLM-001792,A,2025,2025-11-08,2025-12-02,12943.19,,Open
CLM-001793,A,2025,2025-04-05,2025-05-02,5666.07,,Open
CLM-001794,A,2025,2025-11-23,2025-12-14,9347.28,,Open
CLM-001795,A,2025,2025-11-18,2025-12-02,5916.53,,Open
CLM-001796,A,2025,2025-11-30,2025-12-19,15066.22,,Open
CLM-001797,A,2025,2025-01-27,2025-02-10,2785.2,2025-06-18,Closed
CLM-001798,A,2025,2025-04-18,2025-05-27,4120.64,,Open
CLM-001799,A,2025,2025-02-15,2025-03-04,11039.61,,Open
CLM-001800,A,2025,2025-02-13,2025-02-20,19978.45,,Open
CLM-001801,A,2025,2025-01-20,2025-01-26,1425.26,,Open
CLM-001802,A,2025,2025-06-10,2025-06-15,22403.24,,Open
CLM-001803,A,2025,2025-02-01,2025-03-03,6976.44,,Open
CLM-001804,A,2025,2025-04-18,2025-04-26,1820.98,,Open
CLM-001805,A,2025,2025-12-25,2026-01-18,769.76,,Open
CLM-001806,A,2025,2025-11-19,2025-12-11,2392.72,,Open
CLM-001807,A,2025,2025-12-09,2025-12-28,7654.58,,Open
CLM-001808,A,2025,2025-01-14,2025-02-10,7387.0,2025-10-03,Closed
CLM-001809,A,2025,2025-08-30,2025-09-21,12657.14,,Open
CLM-001810,A,2025,2025-08-20,2025-08-23,5089.73,,Open
CLM-001811,A,2025,2025-02-18,2025-03-05,3310.12,,Open
CLM-001812,A,2025,2025-11-27,2025-12-23,5653.59,,Open
CLM-001813,A,2025,2025-05-28,2025-07-30,7975.47,,Open
CLM-001814,A,2025,2025-12-23,2026-02-26,9283.52,,Open
CLM-001815,A,2025,2025-02-11,2025-02-18,4231.71,,Open
CLM-001816,A,2025,2025-08-26,2025-09-10,15562.21,,Open
CLM-001817,A,2025,2025-02-17,2025-02-23,4815.47,,Open
CLM-001818,A,2025,2025-12-13,2026-02-08,3977.12,,Open
CLM-001819,A,2025,2025-08-10,2025-09-19,5117.62,,Open
CLM-001820,A,2025,2025-01-28,2025-02-22,17785.91,,Open
CLM-001821,A,2025,2025-03-20,2025-04-11,7015.99,,Open
CLM-001822,A,2025,2025-05-12,2025-07-03,4551.76,,Open
CLM-001823,A,2025,2025-01-05,2025-02-20,15860.66,,Open
CLM-001824,A,2025,2025-01-04,2025-02-17,40487.45,,Open
CLM-001825,A,2025,2025-12-04,2025-12-31,9133.93,,Open
CLM-001826,A,2025,2025-12-25,2026-01-09,20103.27,,Open
CLM-001827,A,2025,2025-07-15,2025-08-18,17262.72,,Open
CLM-001828,A,2025,2025-11-26,2025-12-31,4874.28,,Open
CLM-001829,A,2025,2025-08-28,2025-09-14,7932.73,,Open
CLM-001830,A,2025,2025-01-11,2025-01-26,2893.79,,Open
CLM-001831,A,2025,2025-09-18,2025-11-01,6636.73,,Open
CLM-001832,A,2025,2025-01-07,2025-03-12,4797.72,,Open
CLM-001833,A,2025,2025-10-26,2025-11-06,5698.19,,Open
CLM-001834,A,2025,2025-05-14,2025-05-30,4361.67,,Open
CLM-001835,A,2025,2025-02-21,2025-03-18,6229.76,,Open
CLM-001836,A,2025,2025-04-05,2025-05-03,11710.06,,Open
CLM-001837,A,2025,2025-09-07,2025-09-20,7088.26,,Open
CLM-001838,A,2025,2025-11-06,2026-01-19,1848.54,,Open
CLM-001839,A,2025,2025-07-28,2025-08-23,4374.37,,Open
CLM-001840,A,2025,2025-02-28,2025-03-29,2411.2,,Open
CLM-001841,A,2025,2025-11-25,2026-02-01,9379.03,,Open
CLM-001842,A,2025,2025-10-16,2025-10-30,11452.13,,Open
CLM-001843,A,2025,2025-05-30,2025-06-17,9469.68,,Open
CLM-001844,A,2025,2025-07-22,2025-07-30,4237.45,,Open
CLM-001845,A,2025,2025-12-18,2026-01-04,9399.23,,Open
CLM-001846,A,2025,2025-05-18,2025-05-25,5410.62,,Open
CLM-001847,A,2025,2025-01-10,2025-02-12,3234.04,2025-12-25,Closed
CLM-001848,A,2025,2025-02-23,2025-03-21,13762.86,,Open
CLM-001849,A,2025,2025-08-08,2025-08-24,14593.7,,Open
CLM-001850,A,2025,2025-12-31,2026-01-18,16141.51,,Open
CLM-001851,A,2025,2025-09-28,2025-11-01,4864.12,,Open
CLM-001852,A,2025,2025-08-14,2025-08-23,19277.1,,Open
CLM-001853,A,2025,2025-04-28,2025-05-21,5313.69,2025-11-03,Closed
CLM-001854,A,2025,2025-06-10,2025-07-12,12856.62,,Open
CLM-001855,A,2025,2025-01-15,2025-01-20,5243.23,,Open
CLM-001856,A,2025,2025-05-16,2025-06-17,6540.11,,Open
CLM-001857,A,2025,2025-08-16,2025-08-22,1203.83,,Open
CLM-001858,A,2025,2025-11-27,2025-12-15,6159.07,,Open
CLM-001859,A,2025,2025-12-03,2025-12-11,8336.53,,Open
CLM-001860,A,2025,2025-10-27,2025-12-20,5666.83,,Open
CLM-001861,A,2025,2025-01-08,2025-01-16,30061.14,2025-05-06,Closed
CLM-001862,A,2025,2025-10-24,2025-10-30,3174.22,,Open
CLM-001863,A,2025,2025-03-21,2025-04-11,5034.77,,Open
CLM-001864,A,2025,2025-08-13,2025-08-27,3870.87,,Open
CLM-001865,A,2025,2025-12-12,2025-12-18,5551.41,,Open
CLM-001866,A,2025,2025-11-21,2025-12-19,17200.8,,Open
CLM-001867,A,2025,2025-08-31,2025-09-04,24263.57,,Open
CLM-001868,A,2025,2025-04-20,2025-04-29,4529.8,,Open
CLM-001869,A,2025,2025-07-10,2025-07-23,4452.95,,Open
CLM-001870,A,2025,2025-09-14,2025-10-19,3187.29,,Open
CLM-001871,A,2025,2025-07-07,2025-08-25,21256.95,,Open
CLM-001872,A,2025,2025-05-28,2025-07-10,18429.75,,Open
CLM-001873,A,2025,2025-05-28,2025-06-14,7162.41,,Open
CLM-001874,A,2025,2025-08-07,2025-08-10,2651.43,,Open
CLM-001875,A,2025,2025-01-14,2025-02-09,2840.53,,Open
CLM-001876,A,2025,2025-12-31,2026-02-24,8863.25,,Open
CLM-001877,A,2025,2025-02-07,2025-03-26,11865.37,,Open
CLM-001878,A,2025,2025-12-26,2026-01-22,1582.46,,Open
CLM-001879,A,2025,2025-01-13,2025-01-21,32332.42,2025-10-11,Closed
CLM-001880,A,2025,2025-07-07,2025-07-20,27031.92,,Open
CLM-001881,A,2025,2025-06-02,2025-08-18,6572.8,,Open
CLM-001882,A,2025,2025-07-29,2025-08-05,24481.46,,Open
CLM-001883,A,2025,2025-06-08,2025-06-16,12812.58,,Open
CLM-001884,A,2025,2025-11-24,2026-01-01,3371.26,,Open
CLM-001885,A,2025,2025-01-07,2025-01-21,6203.07,2025-10-12,Closed
CLM-001886,A,2025,2025-12-26,2026-01-03,7038.19,,Open
CLM-001887,A,2025,2025-09-09,2025-11-06,3731.4,,Open
CLM-001888,A,2025,2025-10-12,2025-11-08,3681.85,,Open
CLM-001889,A,2025,2025-02-21,2025-03-08,24806.64,,Open
CLM-001890,A,2025,2025-01-24,2025-02-01,3660.66,,Open
CLM-001891,A,2025,2025-05-25,2025-08-16,17835.25,,Open
CLM-001892,A,2025,2025-04-28,2025-05-17,5552.61,,Open
CLM-001893,A,2025,2025-10-13,2025-12-05,7619.67,,Open
CLM-001894,A,2025,2025-11-24,2025-12-31,11980.23,,Open
CLM-001895,A,2025,2025-06-06,2025-06-19,4900.93,,Open
CLM-001896,A,2025,2025-10-08,2025-10-21,12036.28,,Open
CLM-001897,A,2025,2025-01-22,2025-03-18,1606.67,,Open
CLM-001898,A,2025,2025-09-28,2025-11-22,10904.53,,Open
CLM-001899,A,2025,2025-02-06,2025-02-11,1160.71,,Open
CLM-001900,A,2025,2025-09-01,2025-09-30,6525.69,,Open
CLM-001901,A,2025,2025-05-20,2025-06-07,15006.54,2025-12-21,Closed
CLM-001902,A,2025,2025-06-01,2025-06-10,12551.27,,Open
CLM-001903,A,2025,2025-04-11,2025-05-05,2858.64,,Open
CLM-001904,A,2025,2025-05-28,2025-06-04,3156.67,2025-11-09,Closed
CLM-001905,A,2025,2025-11-16,2025-11-30,4572.29,,Open
CLM-001906,A,2025,2025-10-23,2025-11-03,8970.31,,Open
CLM-001907,A,2025,2025-05-05,2025-05-19,1624.71,,Open
CLM-001908,A,2025,2025-04-18,2025-05-07,7692.89,,Open
CLM-001909,A,2025,2025-07-05,2025-07-14,9878.58,2025-12-30,Closed
CLM-001910,A,2025,2025-09-07,2025-11-06,6249.27,,Open
CLM-001911,A,2025,2025-03-08,2025-04-05,11647.89,2025-06-15,Closed
CLM-001912,A,2025,2025-09-23,2025-12-02,9233.25,,Open
CLM-001913,A,2025,2025-12-13,2025-12-30,5120.53,,Open
CLM-001914,A,2025,2025-11-05,2025-11-18,1749.06,,Open
CLM-001915,A,2025,2025-07-20,2025-09-26,8612.78,,Open
CLM-001916,A,2025,2025-04-27,2025-05-10,3729.78,,Open
CLM-001917,A,2025,2025-04-29,2025-05-16,4977.85,,Open
CLM-001918,A,2025,2025-09-28,2025-10-31,11240.69,,Open
CLM-001919,A,2025,2025-06-16,2025-06-24,23155.25,,Open
CLM-001920,A,2025,2025-02-08,2025-03-12,7547.11,,Open
CLM-001921,A,2025,2025-09-05,2025-10-05,11908.65,,Open
CLM-001922,A,2025,2025-02-20,2025-04-09,2554.44,,Open
CLM-001923,A,2025,2025-12-27,2026-02-02,9389.6,,Open
CLM-001924,A,2025,2025-06-02,2025-07-21,8260.4,,Open
CLM-001925,A,2025,2025-05-05,2025-05-23,20031.94,,Open
CLM-001926,A,2025,2025-01-21,2025-01-31,5125.25,,Open
CLM-001927,A,2025,2025-03-03,2025-05-29,6451.77,,Open
CLM-001928,A,2025,2025-12-12,2025-12-18,17567.71,,Open
CLM-001929,A,2025,2025-07-16,2025-07-23,7239.78,,Open
CLM-001930,A,2025,2025-11-26,2025-12-25,3308.08,,Open
CLM-001931,A,2025,2025-12-15,2026-02-15,55475.79,,Open
CLM-001932,A,2025,2025-01-18,2025-02-09,3386.06,,Open
CLM-001933,A,2025,2025-05-19,2025-06-28,7393.82,2025-12-14,Closed
CLM-001934,A,2025,2025-11-02,2025-11-06,10150.55,,Open
CLM-001935,A,2025,2025-06-30,2025-07-14,9550.77,,Open
CLM-001936,A,2025,2025-07-05,2025-07-10,6714.89,,Open
CLM-001937,A,2025,2025-07-28,2025-08-31,6740.71,,Open
CLM-001938,A,2025,2025-09-14,2025-09-20,6485.18,,Open
CLM-001939,A,2025,2025-12-09,2025-12-17,3694.61,,Open
CLM-001940,A,2025,2025-11-20,2025-12-18,40721.11,,Open
CLM-001941,A,2025,2025-08-17,2025-09-28,6560.25,,Open
CLM-001942,A,2025,2025-07-30,2025-08-16,12308.43,,Open
CLM-001943,A,2025,2025-05-12,2025-06-10,6005.68,,Open
CLM-001944,A,2025,2025-02-12,2025-03-13,5913.37,,Open
CLM-001945,A,2025,2025-09-16,2025-10-03,5472.11,,Open
CLM-001946,A,2025,2025-01-01,2025-01-10,2355.31,,Open
CLM-001947,A,2025,2025-09-12,2025-10-11,6867.22,,Open
CLM-001948,A,2025,2025-07-01,2025-07-31,5680.13,,Open
CLM-001949,A,2025,2025-10-15,2025-11-21,19161.07,,Open
CLM-001950,A,2025,2025-12-13,2026-01-06,3091.61,,Open
CLM-001951,A,2025,2025-07-21,2025-07-29,4982.43,,Open
CLM-001952,A,2025,2025-07-29,2025-08-30,3890.1,,Open
CLM-001953,A,2025,2025-06-27,2025-07-16,23609.05,,Open
CLM-001954,A,2025,2025-05-17,2025-05-31,3978.07,,Open
CLM-001955,A,2025,2025-02-02,2025-02-18,11984.43,,Open
CLM-001956,A,2025,2025-01-12,2025-01-24,16408.1,2025-10-06,Closed
CLM-001957,A,2025,2025-09-21,2025-10-28,6944.34,,Open
CLM-001958,A,2025,2025-11-30,2025-12-07,2691.12,,Open
CLM-001959,A,2025,2025-01-20,2025-01-29,2717.48,,Open
CLM-001960,A,2025,2025-04-30,2025-05-15,15070.49,,Open
CLM-001961,A,2025,2025-08-10,2025-10-10,2943.13,,Open
CLM-001962,A,2025,2025-09-15,2025-10-26,10511.3,,Open
CLM-001963,A,2025,2025-09-26,2025-10-02,8487.23,,Open
CLM-001964,A,2025,2025-09-11,2025-11-01,10391.4,2025-12-19,Closed
CLM-001965,A,2025,2025-01-31,2025-03-23,11175.6,,Open
CLM-001966,A,2025,2025-04-03,2025-04-11,3785.95,,Open
CLM-001967,A,2025,2025-06-21,2025-06-24,3665.83,,Open
CLM-001968,A,2025,2025-01-24,2025-02-12,13479.55,,Open
CLM-001969,A,2025,2025-05-06,2025-06-18,4786.08,,Open
CLM-001970,A,2025,2025-05-21,2025-07-20,934.36,,Open
CLM-001971,A,2025,2025-12-24,2026-01-03,12809.71,,Open
CLM-001972,A,2025,2025-04-26,2025-07-03,3498.29,,Open
CLM-001973,A,2025,2025-12-21,2025-12-25,11137.37,,Open
CLM-001974,A,2025,2025-09-13,2025-09-28,22722.16,,Open
CLM-001975,A,2025,2025-09-10,2025-09-24,7872.64,,Open
CLM-001976,A,2025,2025-10-27,2025-12-10,16734.92,,Open
CLM-001977,A,2025,2025-11-04,2025-12-23,8749.08,,Open
CLM-001978,A,2025,2025-03-23,2025-05-01,26396.79,,Open
CLM-001979,A,2025,2025-06-03,2025-06-10,3429.33,,Open
CLM-001980,A,2025,2025-07-12,2025-08-17,7722.62,,Open
CLM-001981,A,2025,2025-12-23,2026-01-20,13052.8,,Open
CLM-001982,A,2025,2025-01-15,2025-01-21,6711.43,,Open
CLM-001983,A,2025,2025-06-24,2025-06-28,18878.24,,Open
CLM-001984,A,2025,2025-03-20,2025-04-30,5571.65,,Open
CLM-001985,A,2025,2025-03-17,2025-04-03,38262.53,,Open
CLM-001986,A,2025,2025-10-06,2025-10-14,39851.58,,Open
CLM-001987,A,2025,2025-03-15,2025-04-01,9657.7,,Open
CLM-001988,A,2025,2025-10-17,2025-11-11,11895.24,,Open
CLM-001989,A,2025,2025-12-29,2026-01-16,19460.74,,Open
CLM-001990,A,2025,2025-10-11,2025-10-17,3114.32,,Open
CLM-001991,A,2025,2025-03-04,2025-05-17,2828.87,,Open
CLM-001992,A,2025,2025-02-21,2025-04-02,20455.93,,Open
CLM-001993,A,2025,2025-06-09,2025-06-24,9597.75,,Open
CLM-001994,A,2025,2025-07-21,2025-08-06,6527.41,,Open
CLM-001995,A,2025,2025-10-12,2025-11-06,7838.52,,Open
CLM-001996,A,2025,2025-06-04,2025-06-13,1236.85,,Open
CLM-001997,A,2025,2025-03-02,2025-03-27,6710.65,,Open
CLM-001998,A,2025,2025-12-28,2026-01-04,4351.09,,Open
CLM-001999,A,2025,2025-11-27,2025-12-16,15762.78,,Open
CLM-002000,A,2025,2025-08-27,2025-09-04,16725.45,,Open
CLM-002001,A,2025,2025-09-11,2025-09-20,12117.92,,Open
CLM-002002,A,2025,2025-12-08,2026-02-09,10539.13,,Open
CLM-002003,A,2025,2025-06-23,2025-07-13,2452.51,,Open
CLM-002004,A,2025,2025-02-23,2025-03-18,12248.96,,Open
CLM-002005,A,2025,2025-08-10,2025-08-14,12620.13,,Open
CLM-002006,A,2025,2025-06-14,2025-06-27,20279.8,,Open
CLM-002007,A,2025,2025-10-19,2025-11-15,39729.36,,Open
CLM-002008,A,2025,2025-10-09,2025-10-31,2110.11,,Open
CLM-002009,A,2025,2025-06-22,2025-06-26,5761.78,,Open
CLM-002010,A,2025,2025-05-15,2025-06-07,4387.37,,Open
CLM-002011,A,2025,2025-06-04,2025-06-29,8876.08,,Open
CLM-002012,A,2025,2025-08-19,2025-10-07,7852.29,,Open
CLM-002013,A,2025,2025-08-21,2025-09-02,6489.42,,Open
CLM-002014,A,2025,2025-07-06,2025-07-10,17150.41,,Open
CLM-002015,A,2025,2025-07-14,2025-07-23,3327.06,,Open
CLM-002016,A,2025,2025-12-29,2026-01-07,3485.22,,Open
CLM-002017,A,2025,2025-04-03,2025-05-06,3530.87,,Open
CLM-002018,A,2025,2025-03-05,2025-03-07,5888.08,,Open
CLM-002019,A,2025,2025-10-19,2025-11-02,3016.59,,Open
CLM-002020,A,2025,2025-12-08,2026-01-31,7486.25,,Open
CLM-002021,B,2020,2020-12-20,2020-12-27,19271.46,,Open
CLM-002022,B,2020,2020-08-17,2020-10-08,33679.43,2023-10-27,Closed
CLM-002023,B,2020,2020-12-06,2020-12-30,1815.88,2021-09-07,Closed
CLM-002024,B,2020,2020-06-01,2020-10-10,3652.34,2023-06-18,Closed
CLM-002025,B,2020,2020-04-02,2020-06-11,17880.86,2024-08-25,Closed
CLM-002026,B,2020,2020-03-30,2020-04-11,736.6,2021-01-19,Closed
CLM-002027,B,2020,2020-03-27,2020-04-01,13194.02,2024-09-07,Closed
CLM-002028,B,2020,2020-09-29,2020-10-15,22219.66,2022-10-29,Closed
CLM-002029,B,2020,2020-01-04,2020-01-15,4948.26,2020-11-10,Closed
CLM-002030,B,2020,2020-12-12,2021-04-20,5658.89,2024-06-13,Closed
CLM-002031,B,2020,2020-10-10,2020-11-08,3133.38,2023-10-13,Closed
CLM-002032,B,2020,2020-05-19,2020-07-21,5503.26,2023-08-16,Closed
CLM-002033,B,2020,2020-09-13,2020-10-06,5343.96,2024-03-12,Closed
CLM-002034,B,2020,2020-02-19,2020-03-15,4487.54,2023-01-25,Closed
CLM-002035,B,2020,2020-06-06,2020-07-05,4267.24,2022-08-03,Closed
CLM-002036,B,2020,2020-02-09,2020-04-21,6549.26,2022-03-11,Closed
CLM-002037,B,2020,2020-02-11,2020-03-20,6476.92,2022-04-17,Closed
CLM-002038,B,2020,2020-01-03,2020-01-15,46922.38,2024-04-06,Closed
CLM-002039,B,2020,2020-10-18,2021-02-04,5849.04,2024-05-20,Closed
CLM-002040,B,2020,2020-09-29,2020-10-22,11519.46,2024-01-03,Closed
CLM-002041,B,2020,2020-11-22,2020-12-12,4945.95,2025-03-15,Closed
CLM-002042,B,2020,2020-12-25,2020-12-28,4888.57,2023-10-02,Closed
CLM-002043,B,2020,2020-12-19,2021-02-06,1756.96,2022-07-24,Closed
CLM-002044,B,2020,2020-12-29,2021-01-30,1985.12,2023-02-13,Closed
CLM-002045,B,2020,2020-01-06,2020-02-07,2773.61,2021-07-02,Closed
CLM-002046,B,2020,2020-10-14,2020-11-04,9941.81,2023-12-21,Closed
CLM-002047,B,2020,2020-09-21,2020-10-09,22556.06,2025-08-16,Closed
CLM-002048,B,2020,2020-02-29,2020-03-22,1629.12,2021-08-28,Closed
CLM-002049,B,2020,2020-02-20,2020-04-03,5073.82,,Open
CLM-002050,B,2020,2020-12-23,2021-02-11,2394.98,2023-05-02,Closed
CLM-002051,B,2020,2020-11-19,2020-12-13,6589.83,2022-08-19,Closed
CLM-002052,B,2020,2020-04-29,2020-07-02,22547.69,2022-01-31,Closed
CLM-002053,B,2020,2020-01-28,2020-02-25,5572.84,2023-08-06,Closed
CLM-002054,B,2020,2020-05-02,2020-05-22,8040.61,2023-12-24,Closed
CLM-002055,B,2020,2020-01-02,2020-02-06,31943.21,2020-12-16,Closed
CLM-002056,B,2020,2020-09-08,2020-09-18,12787.35,2021-08-20,Closed
CLM-002057,B,2020,2020-05-19,2020-06-24,4180.34,2021-12-18,Closed
CLM-002058,B,2020,2020-01-18,2020-01-26,9718.2,2024-05-29,Closed
CLM-002059,B,2020,2020-12-24,2021-01-06,3929.33,2025-10-05,Closed
CLM-002060,B,2020,2020-10-29,2020-11-03,12355.57,2023-09-06,Closed
CLM-002061,B,2020,2020-11-27,2020-12-23,13479.67,2024-01-22,Closed
CLM-002062,B,2020,2020-12-31,2021-04-18,2394.39,2025-04-10,Closed
CLM-002063,B,2020,2020-01-06,2020-02-02,9864.11,2021-07-09,Closed
CLM-002064,B,2020,2020-10-10,2020-11-29,7539.8,2022-02-02,Closed
CLM-002065,B,2020,2020-10-15,2021-04-29,13847.62,2023-02-26,Closed
CLM-002066,B,2020,2020-10-13,2020-11-23,18016.06,2021-06-27,Closed
CLM-002067,B,2020,2020-04-07,2020-04-23,13018.89,2022-05-20,Closed
CLM-002068,B,2020,2020-05-22,2020-06-09,6358.58,2022-12-11,Closed
CLM-002069,B,2020,2020-12-06,2021-01-05,19784.12,2024-02-29,Closed
CLM-002070,B,2020,2020-01-25,2020-02-12,3768.55,2023-12-16,Closed
CLM-002071,B,2020,2020-08-22,2020-09-10,2499.13,2022-04-20,Closed
CLM-002072,B,2020,2020-10-17,2020-12-21,447.08,2022-09-17,Closed
CLM-002073,B,2020,2020-10-19,2020-12-26,7875.34,2024-06-08,Closed
CLM-002074,B,2020,2020-08-06,2020-08-14,3951.04,2021-12-21,Closed
CLM-002075,B,2020,2020-10-07,2020-10-22,12100.47,2024-12-16,Closed
CLM-002076,B,2020,2020-11-28,2020-12-18,1375.23,2024-06-05,Closed
CLM-002077,B,2020,2020-10-07,2020-11-24,4636.88,2021-12-06,Closed
CLM-002078,B,2020,2020-02-12,2020-04-26,13601.2,2025-02-02,Closed
CLM-002079,B,2020,2020-03-30,2020-12-15,3263.43,2022-10-03,Closed
CLM-002080,B,2020,2020-04-21,2020-05-11,12228.91,,Open
CLM-002081,B,2020,2020-05-05,2020-05-26,5036.95,2022-11-23,Closed
CLM-002082,B,2020,2020-05-12,2020-06-29,8149.91,2022-10-08,Closed
CLM-002083,B,2020,2020-03-21,2020-04-07,14504.4,2023-09-16,Closed
CLM-002084,B,2020,2020-09-07,2020-10-03,20140.83,2025-10-18,Closed
CLM-002085,B,2020,2020-02-10,2020-03-02,9143.35,2021-12-24,Closed
CLM-002086,B,2020,2020-10-15,2020-10-18,3978.47,2022-12-05,Closed
CLM-002087,B,2020,2020-08-29,2020-10-01,5516.06,2025-02-08,Closed
CLM-002088,B,2020,2020-12-17,2021-01-11,15071.72,2022-08-07,Closed
CLM-002089,B,2020,2020-01-03,2020-03-25,3289.24,2022-07-05,Closed
CLM-002090,B,2020,2020-04-18,2020-05-18,7132.53,2021-02-18,Closed
CLM-002091,B,2020,2020-11-24,2020-12-04,5893.78,2023-05-04,Closed
CLM-002092,B,2020,2020-06-29,2020-07-23,7638.81,2024-08-13,Closed
