transaction_id,claim_id,transaction_date,transaction_type,amount
TX-0014631,CLM-002093,2021-03-13,Payment,987.19
TX-0014632,CLM-002093,2021-03-13,CaseReserveEstimate,3530.95
TX-0014633,CLM-002093,2021-03-22,Payment,40.18
TX-0014634,CLM-002093,2021-03-22,CaseReserveEstimate,3887.96
TX-0014635,CLM-002093,2022-04-18,Payment,1250.66
TX-0014636,CLM-002093,2022-04-18,CaseReserveEstimate,975.12
TX-0014637,CLM-002093,2022-08-07,Payment,230.53
TX-0014638,CLM-002093,2022-08-07,CaseReserveEstimate,1200.15
TX-0014639,CLM-002093,2023-06-19,Payment,441.5
TX-0014640,CLM-002093,2023-06-19,CaseReserveEstimate,485.81
TX-0014641,CLM-002093,2025-06-18,Payment,375.52
TX-0014642,CLM-002093,2025-06-18,CaseReserveEstimate,0.0
TX-0014643,CLM-002094,2020-01-23,Payment,2.55
TX-0014644,CLM-002094,2020-01-23,CaseReserveEstimate,1150.58
TX-0014645,CLM-002094,2020-09-03,Payment,642.0
TX-0014646,CLM-002094,2020-09-03,CaseReserveEstimate,1143.25
TX-0014647,CLM-002094,2020-11-30,Payment,232.02
TX-0014648,CLM-002094,2020-11-30,CaseReserveEstimate,583.58
TX-0014649,CLM-002094,2021-11-03,Payment,657.8
TX-0014650,CLM-002094,2021-11-03,CaseReserveEstimate,0.0
TX-0014651,CLM-002095,2021-01-31,Payment,1268.72
TX-0014652,CLM-002095,2021-01-31,CaseReserveEstimate,12462.23
TX-0014653,CLM-002095,2021-02-14,Payment,269.39
TX-0014654,CLM-002095,2021-02-14,CaseReserveEstimate,9651.82
TX-0014655,CLM-002095,2022-03-15,Payment,6781.82
TX-0014656,CLM-002095,2022-03-15,CaseReserveEstimate,6059.55
TX-0014657,CLM-002095,2022-06-05,Payment,1000.24
TX-0014658,CLM-002095,2022-06-05,CaseReserveEstimate,4177.14
TX-0014659,CLM-002095,2024-02-24,Payment,4226.52
TX-0014660,CLM-002095,2024-02-24,CaseReserveEstimate,0.0
TX-0014661,CLM-002096,2020-08-02,Payment,2710.98
TX-0014662,CLM-002096,2020-08-02,CaseReserveEstimate,11003.35
TX-0014663,CLM-002096,2020-12-20,Payment,3990.4
TX-0014664,CLM-002096,2020-12-20,CaseReserveEstimate,18139.38
TX-0014665,CLM-002096,2023-11-07,Payment,13650.1
TX-0014666,CLM-002096,2023-11-07,CaseReserveEstimate,0.0
TX-0014667,CLM-002097,2021-03-15,Payment,51.26
TX-0014668,CLM-002097,2021-03-15,CaseReserveEstimate,1229.71
TX-0014669,CLM-002097,2021-10-25,Payment,552.47
TX-0014670,CLM-002097,2021-10-25,CaseReserveEstimate,1131.52
TX-0014671,CLM-002097,2023-11-26,Payment,1017.17
TX-0014672,CLM-002097,2023-11-26,CaseReserveEstimate,0.0
TX-0014673,CLM-002098,2020-10-03,Payment,2038.96
TX-0014674,CLM-002098,2020-10-03,CaseReserveEstimate,9390.25
TX-0014675,CLM-002098,2021-07-25,Payment,4067.2
TX-0014676,CLM-002098,2021-07-25,CaseReserveEstimate,6143.96
TX-0014677,CLM-002098,2022-02-05,Payment,1868.75
TX-0014678,CLM-002098,2022-02-05,CaseReserveEstimate,2916.22
TX-0014679,CLM-002098,2023-11-26,Payment,3042.91
TX-0014680,CLM-002098,2023-11-26,CaseReserveEstimate,962.23
TX-0014681,CLM-002098,2025-09-09,Payment,766.63
TX-0014682,CLM-002098,2025-09-09,CaseReserveEstimate,0.0
TX-0014683,CLM-002099,2020-04-22,Payment,1128.66
TX-0014684,CLM-002099,2020-04-22,CaseReserveEstimate,30805.84
TX-0014685,CLM-002099,2020-05-28,Payment,2579.02
TX-0014686,CLM-002099,2020-05-28,CaseReserveEstimate,20467.12
TX-0014687,CLM-002099,2020-07-15,Payment,3576.6
TX-0014688,CLM-002099,2020-07-15,CaseReserveEstimate,18375.88
TX-0014689,CLM-002099,2020-11-15,Payment,9002.03
TX-0014690,CLM-002099,2020-11-15,CaseReserveEstimate,5420.19
TX-0014691,CLM-002099,2021-01-15,Payment,4113.93
TX-0014692,CLM-002099,2021-01-15,CaseReserveEstimate,3502.59
TX-0014693,CLM-002099,2021-02-21,Payment,2301.42
TX-0014694,CLM-002099,2021-02-21,CaseReserveEstimate,0.0
TX-0014695,CLM-002100,2021-01-22,Payment,3231.09
TX-0014696,CLM-002100,2021-01-22,CaseReserveEstimate,6551.82
TX-0014697,CLM-002100,2021-01-24,Payment,33.85
TX-0014698,CLM-002100,2021-01-24,CaseReserveEstimate,8770.23
TX-0014699,CLM-002100,2021-02-17,Payment,519.79
TX-0014700,CLM-002100,2021-02-17,CaseReserveEstimate,13664.63
TX-0014701,CLM-002100,2021-02-21,Payment,95.15
TX-0014702,CLM-002100,2021-02-21,CaseReserveEstimate,16333.36
TX-0014703,CLM-002100,2022-05-17,Payment,7372.03
TX-0014704,CLM-002100,2022-05-17,CaseReserveEstimate,2590.25
TX-0014705,CLM-002100,2023-07-09,Payment,3262.52
TX-0014706,CLM-002100,2023-07-09,CaseReserveEstimate,0.0
TX-0014707,CLM-002101,2020-10-31,Payment,535.41
TX-0014708,CLM-002101,2020-10-31,CaseReserveEstimate,3386.05
TX-0014709,CLM-002101,2021-02-16,Payment,959.88
TX-0014710,CLM-002101,2021-02-16,CaseReserveEstimate,3091.32
TX-0014711,CLM-002101,2021-04-26,Payment,579.13
TX-0014712,CLM-002101,2021-04-26,CaseReserveEstimate,4836.84
TX-0014713,CLM-002101,2021-08-26,Payment,917.76
TX-0014714,CLM-002101,2021-08-26,CaseReserveEstimate,2963.8
TX-0014715,CLM-002101,2023-06-09,Payment,2737.38
TX-0014716,CLM-002101,2023-06-09,CaseReserveEstimate,0.0
TX-0014717,CLM-002102,2020-09-04,Payment,123.79
TX-0014718,CLM-002102,2020-09-04,CaseReserveEstimate,4768.97
TX-0014719,CLM-002102,2021-05-06,Payment,1499.77
TX-0014720,CLM-002102,2021-05-06,CaseReserveEstimate,2657.76
TX-0014721,CLM-002102,2022-03-11,Payment,1399.91
TX-0014722,CLM-002102,2022-03-11,CaseReserveEstimate,534.47
TX-0014723,CLM-002102,2022-08-26,Payment,509.13
TX-0014724,CLM-002102,2022-08-26,CaseReserveEstimate,0.0
TX-0014725,CLM-002103,2022-01-20,Payment,7609.85
TX-0014726,CLM-002103,2022-01-20,CaseReserveEstimate,1356.23
TX-0014727,CLM-002103,2022-04-13,Payment,1437.37
TX-0014728,CLM-002103,2022-04-13,CaseReserveEstimate,0.0
TX-0014729,CLM-002104,2020-09-16,Payment,289.85
TX-0014730,CLM-002104,2020-09-16,CaseReserveEstimate,8438.74
TX-0014731,CLM-002104,2020-09-24,Payment,115.59
TX-0014732,CLM-002104,2020-09-24,CaseReserveEstimate,8863.1
TX-0014733,CLM-002104,2021-05-12,Payment,3377.84
TX-0014734,CLM-002104,2021-05-12,CaseReserveEstimate,5303.86
TX-0014735,CLM-002104,2021-06-14,Payment,434.91
TX-0014736,CLM-002104,2021-06-14,CaseReserveEstimate,7825.05
TX-0014737,CLM-002104,2021-12-14,Payment,2081.23
TX-0014738,CLM-002104,2021-12-14,CaseReserveEstimate,3319.41
TX-0014739,CLM-002104,2024-04-07,Payment,4244.81
TX-0014740,CLM-002104,2024-04-07,CaseReserveEstimate,0.0
TX-0014741,CLM-002105,2020-07-03,Payment,164.22
TX-0014742,CLM-002105,2020-07-03,CaseReserveEstimate,9803.78
TX-0014743,CLM-002105,2021-02-01,Payment,2610.14
TX-0014744,CLM-002105,2021-02-01,CaseReserveEstimate,7865.25
TX-0014745,CLM-002105,2021-10-12,Payment,2494.68
TX-0014746,CLM-002105,2021-10-12,CaseReserveEstimate,5361.39
TX-0014747,CLM-002105,2022-01-10,Payment,679.13
TX-0014748,CLM-002105,2022-01-10,CaseReserveEstimate,3090.75
TX-0014749,CLM-002105,2025-02-12,Payment,3223.05
TX-0014750,CLM-002105,2025-02-12,CaseReserveEstimate,0.0
TX-0014751,CLM-002106,2022-04-10,Payment,4578.34
TX-0014752,CLM-002106,2022-04-10,CaseReserveEstimate,2904.06
TX-0014753,CLM-002106,2023-03-18,Payment,1643.23
TX-0014754,CLM-002106,2023-03-18,CaseReserveEstimate,997.9
TX-0014755,CLM-002106,2024-03-21,Payment,897.43
TX-0014756,CLM-002106,2024-03-21,CaseReserveEstimate,0.0
TX-0014757,CLM-002107,2020-08-27,Payment,685.95
TX-0014758,CLM-002107,2020-08-27,CaseReserveEstimate,2139.74
TX-0014759,CLM-002107,2021-05-24,Payment,992.63
TX-0014760,CLM-002107,2021-05-24,CaseReserveEstimate,1402.63
TX-0014761,CLM-002107,2021-06-07,Payment,44.29
TX-0014762,CLM-002107,2021-06-07,CaseReserveEstimate,1280.4
TX-0014763,CLM-002107,2022-09-15,Payment,947.66
TX-0014764,CLM-002107,2022-09-15,CaseReserveEstimate,412.12
TX-0014765,CLM-002107,2023-04-02,Payment,211.24
TX-0014766,CLM-002107,2023-04-02,CaseReserveEstimate,265.46
TX-0014767,CLM-002107,2024-04-21,Payment,227.21
TX-0014768,CLM-002107,2024-04-21,CaseReserveEstimate,0.0
TX-0014769,CLM-002108,2020-12-28,Payment,749.24
TX-0014770,CLM-002108,2020-12-28,CaseReserveEstimate,14022.44
TX-0014771,CLM-002108,2024-03-27,Payment,11631.38
TX-0014772,CLM-002108,2024-03-27,CaseReserveEstimate,0.0
TX-0014773,CLM-002109,2021-12-21,Payment,9637.53
TX-0014774,CLM-002109,2021-12-21,CaseReserveEstimate,3534.47
TX-0014775,CLM-002109,2021-12-31,Payment,105.01
TX-0014776,CLM-002109,2021-12-31,CaseReserveEstimate,4092.66
TX-0014777,CLM-002109,2022-06-15,Payment,1557.65
TX-0014778,CLM-002109,2022-06-15,CaseReserveEstimate,1910.93
TX-0014779,CLM-002109,2023-03-02,Payment,1640.12
TX-0014780,CLM-002109,2023-03-02,CaseReserveEstimate,0.0
TX-0014781,CLM-002110,2020-07-05,Payment,1147.04
TX-0014782,CLM-002110,2020-07-05,CaseReserveEstimate,5533.33
TX-0014783,CLM-002110,2020-10-19,Payment,1457.94
TX-0014784,CLM-002110,2020-10-19,CaseReserveEstimate,7367.85
TX-0014785,CLM-002110,2021-02-02,Payment,1321.16
TX-0014786,CLM-002110,2021-02-02,CaseReserveEstimate,5478.17
TX-0014787,CLM-002110,2021-06-20,Payment,1465.93
TX-0014788,CLM-002110,2021-06-20,CaseReserveEstimate,3749.46
TX-0014789,CLM-002110,2024-12-11,Payment,4707.26
TX-0014790,CLM-002110,2024-12-11,CaseReserveEstimate,0.0
TX-0014791,CLM-002110,2026-04-02,Payment,605.54
TX-0014792,CLM-002110,2026-04-02,CaseReserveEstimate,0.0
TX-0014793,CLM-002111,2021-06-24,Payment,6848.77
TX-0014794,CLM-002111,2021-06-24,CaseReserveEstimate,3405.78
TX-0014795,CLM-002111,2022-04-26,Payment,2451.19
TX-0014796,CLM-002111,2022-04-26,CaseReserveEstimate,0.0
TX-0014797,CLM-002112,2021-06-23,Payment,23445.73
TX-0014798,CLM-002112,2021-06-23,CaseReserveEstimate,18311.63
TX-0014799,CLM-002112,2022-03-20,Payment,11109.25
TX-0014800,CLM-002112,2022-03-20,CaseReserveEstimate,5865.79
TX-0014801,CLM-002112,2022-07-21,Payment,3591.96
TX-0014802,CLM-002112,2022-07-21,CaseReserveEstimate,1189.3
TX-0014803,CLM-002112,2022-09-03,Payment,1089.31
TX-0014804,CLM-002112,2022-09-03,CaseReserveEstimate,0.0
TX-0014805,CLM-002113,2021-02-27,Payment,2080.82
TX-0014806,CLM-002113,2021-02-27,CaseReserveEstimate,2732.77
TX-0014807,CLM-002113,2021-09-03,Payment,2654.13
TX-0014808,CLM-002113,2021-09-03,CaseReserveEstimate,0.0
TX-0014809,CLM-002114,2021-08-01,Payment,15210.46
TX-0014810,CLM-002114,2021-08-01,CaseReserveEstimate,8987.38
TX-0014811,CLM-002114,2021-09-19,Payment,2275.03
TX-0014812,CLM-002114,2021-09-19,CaseReserveEstimate,10810.04
TX-0014813,CLM-002114,2021-12-17,Payment,3695.36
TX-0014814,CLM-002114,2021-12-17,CaseReserveEstimate,7483.63
TX-0014815,CLM-002114,2021-12-24,Payment,265.52
TX-0014816,CLM-002114,2021-12-24,CaseReserveEstimate,3928.34
TX-0014817,CLM-002114,2022-06-16,Payment,5786.5
TX-0014818,CLM-002114,2022-06-16,CaseReserveEstimate,0.0
TX-0014819,CLM-002115,2023-08-13,Payment,3787.21
TX-0014820,CLM-002115,2023-08-13,CaseReserveEstimate,481.24
TX-0014821,CLM-002115,2024-07-04,Payment,385.87
TX-0014822,CLM-002115,2024-07-04,CaseReserveEstimate,72.46
TX-0014823,CLM-002115,2024-10-28,Payment,85.23
TX-0014824,CLM-002115,2024-10-28,CaseReserveEstimate,19.18
TX-0014825,CLM-002115,2024-12-05,Payment,23.26
TX-0014826,CLM-002115,2024-12-05,CaseReserveEstimate,0.0
TX-0014827,CLM-002116,2021-07-31,Payment,12020.62
TX-0014828,CLM-002116,2021-07-31,CaseReserveEstimate,11563.6
TX-0014829,CLM-002116,2022-05-27,Payment,11224.41
TX-0014830,CLM-002116,2022-05-27,CaseReserveEstimate,0.0
TX-0014831,CLM-002117,2020-06-30,Payment,2014.34
TX-0014832,CLM-002117,2020-06-30,CaseReserveEstimate,16447.58
TX-0014833,CLM-002117,2020-08-04,Payment,1701.21
TX-0014834,CLM-002117,2020-08-04,CaseReserveEstimate,22738.81
TX-0014835,CLM-002117,2020-08-16,Payment,568.49
TX-0014836,CLM-002117,2020-08-16,CaseReserveEstimate,21604.58
TX-0014837,CLM-002117,2020-09-22,Payment,1777.88
TX-0014838,CLM-002117,2020-09-22,CaseReserveEstimate,17337.07
TX-0014839,CLM-002117,2021-01-10,Payment,5144.27
TX-0014840,CLM-002117,2021-01-10,CaseReserveEstimate,12860.1
TX-0014841,CLM-002117,2022-04-15,Payment,14851.19
TX-0014842,CLM-002117,2022-04-15,CaseReserveEstimate,0.0
TX-0014843,CLM-002118,2021-01-03,Payment,515.08
TX-0014844,CLM-002118,2021-01-03,CaseReserveEstimate,7385.19
TX-0014845,CLM-002118,2021-01-31,Payment,327.7
TX-0014846,CLM-002118,2021-01-31,CaseReserveEstimate,7829.85
TX-0014847,CLM-002118,2022-03-28,Payment,4272.39
TX-0014848,CLM-002118,2022-03-28,CaseReserveEstimate,1333.73
TX-0014849,CLM-002118,2022-10-20,Payment,1302.88
TX-0014850,CLM-002118,2022-10-20,CaseReserveEstimate,0.0
TX-0014851,CLM-002119,2020-09-03,Payment,7167.05
TX-0014852,CLM-002119,2020-09-03,CaseReserveEstimate,41739.75
TX-0014853,CLM-002119,2020-10-30,Payment,3235.43
TX-0014854,CLM-002119,2020-10-30,CaseReserveEstimate,26663.74
TX-0014855,CLM-002119,2021-03-17,Payment,6971.13
TX-0014856,CLM-002119,2021-03-17,CaseReserveEstimate,19687.75
TX-0014857,CLM-002119,2021-05-18,Payment,2793.06
TX-0014858,CLM-002119,2021-05-18,CaseReserveEstimate,25927.85
TX-0014859,CLM-002119,2022-09-28,Payment,14366.44
TX-0014860,CLM-002119,2022-09-28,CaseReserveEstimate,3104.88
TX-0014861,CLM-002119,2023-07-31,Payment,4050.01
TX-0014862,CLM-002119,2023-07-31,CaseReserveEstimate,0.0
TX-0014863,CLM-002120,2020-05-07,Payment,1498.85
TX-0014864,CLM-002120,2020-05-07,CaseReserveEstimate,11119.55
TX-0014865,CLM-002120,2020-06-21,Payment,3765.04
TX-0014866,CLM-002120,2020-06-21,CaseReserveEstimate,6419.85
TX-0014867,CLM-002120,2020-09-18,Payment,7654.83
TX-0014868,CLM-002120,2020-09-18,CaseReserveEstimate,0.0
TX-0014869,CLM-002121,2020-08-04,Payment,491.37
TX-0014870,CLM-002121,2020-08-04,CaseReserveEstimate,3146.69
TX-0014871,CLM-002121,2021-07-23,Payment,2652.02
TX-0014872,CLM-002121,2021-07-23,CaseReserveEstimate,545.87
TX-0014873,CLM-002121,2021-11-10,Payment,610.62
TX-0014874,CLM-002121,2021-11-10,CaseReserveEstimate,0.0
TX-0014875,CLM-002122,2020-09-04,Payment,146.48
TX-0014876,CLM-002122,2020-09-04,CaseReserveEstimate,6672.35
TX-0014877,CLM-002122,2020-09-16,Payment,96.16
TX-0014878,CLM-002122,2020-09-16,CaseReserveEstimate,5713.07
TX-0014879,CLM-002122,2020-11-22,Payment,549.61
TX-0014880,CLM-002122,2020-11-22,CaseReserveEstimate,3718.16
TX-0014881,CLM-002122,2020-12-01,Payment,74.97
TX-0014882,CLM-002122,2020-12-01,CaseReserveEstimate,5635.25
TX-0014883,CLM-002122,2021-05-19,Payment,1329.56
TX-0014884,CLM-002122,2021-05-19,CaseReserveEstimate,3883.15
TX-0014885,CLM-002122,2024-10-22,Payment,3760.8
TX-0014886,CLM-002122,2024-10-22,CaseReserveEstimate,0.0
TX-0014887,CLM-002123,2020-11-01,Payment,4860.03
TX-0014888,CLM-002123,2020-11-01,CaseReserveEstimate,21984.69
TX-0014889,CLM-002123,2021-04-19,Payment,6448.5
TX-0014890,CLM-002123,2021-04-19,CaseReserveEstimate,12861.12
TX-0014891,CLM-002123,2021-05-23,Payment,1190.58
TX-0014892,CLM-002123,2021-05-23,CaseReserveEstimate,10407.74
TX-0014893,CLM-002123,2021-07-08,Payment,1465.16
TX-0014894,CLM-002123,2021-07-08,CaseReserveEstimate,10982.18
TX-0014895,CLM-002123,2021-12-15,Payment,4455.08
TX-0014896,CLM-002123,2021-12-15,CaseReserveEstimate,5394.14
TX-0014897,CLM-002123,2022-09-19,Payment,5339.37
TX-0014898,CLM-002123,2022-09-19,CaseReserveEstimate,0.0
TX-0014899,CLM-002124,2021-06-24,Payment,7130.56
TX-0014900,CLM-002124,2021-06-24,CaseReserveEstimate,11240.85
TX-0014901,CLM-002124,2021-07-15,Payment,789.26
TX-0014902,CLM-002124,2021-07-15,CaseReserveEstimate,15276.21
TX-0014903,CLM-002124,2021-10-15,Payment,3190.85
TX-0014904,CLM-002124,2021-10-15,CaseReserveEstimate,8487.48
TX-0014905,CLM-002124,2022-04-25,Payment,5503.22
TX-0014906,CLM-002124,2022-04-25,CaseReserveEstimate,2605.67
TX-0014907,CLM-002124,2022-05-19,Payment,581.38
TX-0014908,CLM-002124,2022-05-19,CaseReserveEstimate,2632.16
TX-0014909,CLM-002124,2022-09-07,Payment,2403.29
TX-0014910,CLM-002124,2022-09-07,CaseReserveEstimate,0.0
TX-0014911,CLM-002125,2021-05-23,Payment,1530.28
TX-0014912,CLM-002125,2021-05-23,CaseReserveEstimate,843.16
TX-0014913,CLM-002125,2025-05-30,Payment,1649.74
TX-0014914,CLM-002125,2025-05-30,CaseReserveEstimate,0.0
TX-0014915,CLM-002125,2025-09-29,Payment,136.82
TX-0014916,CLM-002125,2025-09-29,CaseReserveEstimate,0.0
TX-0014917,CLM-002126,2020-08-24,Payment,971.41
TX-0014918,CLM-002126,2020-08-24,CaseReserveEstimate,6047.42
TX-0014919,CLM-002126,2020-09-21,Payment,339.99
TX-0014920,CLM-002126,2020-09-21,CaseReserveEstimate,4114.0
TX-0014921,CLM-002126,2020-10-10,Payment,234.87
TX-0014922,CLM-002126,2020-10-10,CaseReserveEstimate,7858.12
TX-0014923,CLM-002126,2021-02-12,Payment,1448.27
TX-0014924,CLM-002126,2021-02-12,CaseReserveEstimate,4200.1
TX-0014925,CLM-002126,2022-11-10,Payment,4396.67
TX-0014926,CLM-002126,2022-11-10,CaseReserveEstimate,0.0
TX-0014927,CLM-002127,2020-11-16,Payment,1638.16
TX-0014928,CLM-002127,2020-11-16,CaseReserveEstimate,8789.69
TX-0014929,CLM-002127,2021-09-26,Payment,7363.88
TX-0014930,CLM-002127,2021-09-26,CaseReserveEstimate,1259.84
TX-0014931,CLM-002127,2021-11-25,Payment,1122.36
TX-0014932,CLM-002127,2021-11-25,CaseReserveEstimate,0.0
TX-0014933,CLM-002128,2022-07-15,Payment,4546.35
TX-0014934,CLM-002128,2022-07-15,CaseReserveEstimate,717.38
TX-0014935,CLM-002128,2023-03-28,Payment,724.35
TX-0014936,CLM-002128,2023-03-28,CaseReserveEstimate,0.0
TX-0014937,CLM-002129,2021-02-07,Payment,28128.72
TX-0014938,CLM-002129,2021-02-07,CaseReserveEstimate,39555.83
TX-0014939,CLM-002129,2021-05-10,Payment,12302.96
TX-0014940,CLM-002129,2021-05-10,CaseReserveEstimate,71818.84
TX-0014941,CLM-002129,2021-09-21,Payment,15501.61
TX-0014942,CLM-002129,2021-09-21,CaseReserveEstimate,11336.89
TX-0014943,CLM-002129,2022-03-31,Payment,17214.41
TX-0014944,CLM-002129,2022-03-31,CaseReserveEstimate,0.0
TX-0014945,CLM-002130,2021-10-30,Payment,3728.12
TX-0014946,CLM-002130,2021-10-30,CaseReserveEstimate,6440.15
TX-0014947,CLM-002130,2022-01-03,Payment,772.82
TX-0014948,CLM-002130,2022-01-03,CaseReserveEstimate,5830.17
TX-0014949,CLM-002130,2022-05-03,Payment,1254.05
TX-0014950,CLM-002130,2022-05-03,CaseReserveEstimate,5726.56
TX-0014951,CLM-002130,2025-11-24,Payment,4653.44
TX-0014952,CLM-002130,2025-11-24,CaseReserveEstimate,0.0
TX-0014953,CLM-002131,2021-08-07,Payment,4918.25
TX-0014954,CLM-002131,2021-08-07,CaseReserveEstimate,2991.55
TX-0014955,CLM-002131,2021-10-30,Payment,907.1
TX-0014956,CLM-002131,2021-10-30,CaseReserveEstimate,1745.64
TX-0014957,CLM-002131,2022-04-10,Payment,1443.12
TX-0014958,CLM-002131,2022-04-10,CaseReserveEstimate,518.02
TX-0014959,CLM-002131,2022-07-13,Payment,667.31
TX-0014960,CLM-002131,2022-07-13,CaseReserveEstimate,0.0
TX-0014961,CLM-002132,2021-09-21,Payment,24057.85
TX-0014962,CLM-002132,2021-09-21,CaseReserveEstimate,709.71
TX-0014963,CLM-002132,2021-10-23,Payment,1002.14
TX-0014964,CLM-002132,2021-10-23,CaseReserveEstimate,0.0
TX-0014965,CLM-002133,2020-12-09,Payment,19.05
TX-0014966,CLM-002133,2020-12-09,CaseReserveEstimate,4593.51
TX-0014967,CLM-002133,2021-01-23,Payment,403.11
TX-0014968,CLM-002133,2021-01-23,CaseReserveEstimate,6804.84
TX-0014969,CLM-002133,2022-08-25,Payment,4619.67
TX-0014970,CLM-002133,2022-08-25,CaseReserveEstimate,1294.27
TX-0014971,CLM-002133,2023-01-04,Payment,600.05
TX-0014972,CLM-002133,2023-01-04,CaseReserveEstimate,355.01
TX-0014973,CLM-002133,2023-03-18,Payment,270.02
TX-0014974,CLM-002133,2023-03-18,CaseReserveEstimate,121.8
TX-0014975,CLM-002133,2023-04-15,Payment,94.78
TX-0014976,CLM-002133,2023-04-15,CaseReserveEstimate,0.0
TX-0014977,CLM-002134,2022-04-07,Payment,17269.42
TX-0014978,CLM-002134,2022-04-07,CaseReserveEstimate,4141.32
TX-0014979,CLM-002134,2022-10-07,Payment,3907.2
TX-0014980,CLM-002134,2022-10-07,CaseReserveEstimate,0.0
TX-0014981,CLM-002135,2021-08-10,Payment,945.21
TX-0014982,CLM-002135,2021-08-10,CaseReserveEstimate,713.07
TX-0014983,CLM-002135,2021-12-23,Payment,231.23
TX-0014984,CLM-002135,2021-12-23,CaseReserveEstimate,875.87
TX-0014985,CLM-002135,2022-01-31,Payment,57.49
TX-0014986,CLM-002135,2022-01-31,CaseReserveEstimate,481.53
TX-0014987,CLM-002135,2024-03-10,Payment,583.13
TX-0014988,CLM-002135,2024-03-10,CaseReserveEstimate,0.0
TX-0014989,CLM-002136,2021-05-14,Payment,3174.94
TX-0014990,CLM-002136,2021-05-14,CaseReserveEstimate,2808.54
TX-0014991,CLM-002136,2021-09-16,Payment,2363.36
TX-0014992,CLM-002136,2021-09-16,CaseReserveEstimate,0.0
TX-0014993,CLM-002137,2020-09-20,Payment,5821.83
TX-0014994,CLM-002137,2020-09-20,CaseReserveEstimate,20855.22
TX-0014995,CLM-002137,2020-10-01,Payment,579.32
TX-0014996,CLM-002137,2020-10-01,CaseReserveEstimate,16020.44
TX-0014997,CLM-002137,2020-11-07,Payment,2083.15
TX-0014998,CLM-002137,2020-11-07,CaseReserveEstimate,14617.92
TX-0014999,CLM-002137,2021-01-04,Payment,3105.4
TX-0015000,CLM-002137,2021-01-04,CaseReserveEstimate,14627.0
TX-0015001,CLM-002137,2021-03-31,Payment,4267.0
TX-0015002,CLM-002137,2021-03-31,CaseReserveEstimate,6568.76
TX-0015003,CLM-002137,2021-08-22,Payment,6145.1
TX-0015004,CLM-002137,2021-08-22,CaseReserveEstimate,0.0
TX-0015005,CLM-002138,2020-10-30,Payment,9254.55
TX-0015006,CLM-002138,2020-10-30,CaseReserveEstimate,17632.31
TX-0015007,CLM-002138,2024-11-21,Payment,26244.16
TX-0015008,CLM-002138,2024-11-21,CaseReserveEstimate,0.0
TX-0015009,CLM-002139,2021-12-04,Payment,3031.44
TX-0015010,CLM-002139,2021-12-04,CaseReserveEstimate,954.36
TX-0015011,CLM-002139,2021-12-06,Payment,5.54
TX-0015012,CLM-002139,2021-12-06,CaseReserveEstimate,842.73
TX-0015013,CLM-002139,2023-03-31,Payment,1092.99
TX-0015014,CLM-002139,2023-03-31,CaseReserveEstimate,0.0
TX-0015015,CLM-002140,2021-05-12,Payment,1962.57
TX-0015016,CLM-002140,2021-05-12,CaseReserveEstimate,1682.91
TX-0015017,CLM-002140,2021-08-31,Payment,1682.01
TX-0015018,CLM-002140,2021-08-31,CaseReserveEstimate,64.61
TX-0015019,CLM-002140,2021-09-05,Payment,66.44
TX-0015020,CLM-002140,2021-09-05,CaseReserveEstimate,0.0
TX-0015021,CLM-002141,2021-05-15,Payment,8409.12
TX-0015022,CLM-002141,2021-05-15,CaseReserveEstimate,5453.61
TX-0015023,CLM-002141,2022-04-25,Payment,5730.97
TX-0015024,CLM-002141,2022-04-25,CaseReserveEstimate,0.0
TX-0015025,CLM-002142,2021-09-07,Payment,2399.3
TX-0015026,CLM-002142,2021-09-07,CaseReserveEstimate,2231.63
TX-0015027,CLM-002142,2021-11-12,Payment,449.75
TX-0015028,CLM-002142,2021-11-12,CaseReserveEstimate,3220.09
TX-0015029,CLM-002142,2022-12-12,Payment,1891.75
TX-0015030,CLM-002142,2022-12-12,CaseReserveEstimate,0.0
TX-0015031,CLM-002143,2021-02-28,Payment,1101.06
TX-0015032,CLM-002143,2021-02-28,CaseReserveEstimate,3157.62
TX-0015033,CLM-002143,2021-06-02,Payment,1010.49
TX-0015034,CLM-002143,2021-06-02,CaseReserveEstimate,4492.32
TX-0015035,CLM-002143,2021-11-10,Payment,1512.63
TX-0015036,CLM-002143,2021-11-10,CaseReserveEstimate,3314.87
TX-0015037,CLM-002143,2022-02-05,Payment,691.72
TX-0015038,CLM-002143,2022-02-05,CaseReserveEstimate,2815.88
TX-0015039,CLM-002143,2022-03-13,Payment,265.88
TX-0015040,CLM-002143,2022-03-13,CaseReserveEstimate,2864.95
TX-0015041,CLM-002143,2023-04-08,Payment,1982.09
TX-0015042,CLM-002143,2023-04-08,CaseReserveEstimate,0.0
TX-0015043,CLM-002144,2021-10-01,Payment,7085.81
TX-0015044,CLM-002144,2021-10-01,CaseReserveEstimate,13170.18
TX-0015045,CLM-002144,2025-08-07,Payment,11691.04
TX-0015046,CLM-002144,2025-08-07,CaseReserveEstimate,0.0
TX-0015047,CLM-002145,2020-10-19,Payment,830.05
TX-0015048,CLM-002145,2020-10-19,CaseReserveEstimate,3585.63
TX-0015049,CLM-002145,2021-01-04,Payment,653.85
TX-0015050,CLM-002145,2021-01-04,CaseReserveEstimate,3395.39
TX-0015051,CLM-002145,2021-03-07,Payment,490.43
