claim_id,rating_group,accident_year,accident_date,report_date,close_date,status
CLM-000756,A,2022,2022-04-02,2022-04-14,2023-08-09,Closed
CLM-000757,A,2022,2022-12-03,2022-12-11,2024-05-28,Closed
CLM-000758,A,2022,2022-02-13,2022-03-08,2025-02-06,Closed
CLM-000759,A,2022,2022-11-18,2022-12-25,2023-04-20,Closed
CLM-000760,A,2022,2022-03-21,2022-04-14,2023-02-18,Closed
CLM-000761,A,2022,2022-02-13,2022-05-19,2025-03-10,Closed
CLM-000762,A,2022,2022-04-11,2022-06-04,2025-11-06,Closed
CLM-000763,A,2022,2022-02-22,2022-03-10,2023-06-08,Closed
CLM-000764,A,2022,2022-05-27,2022-06-12,2023-01-06,Closed
CLM-000765,,2022,2022-05-01,2022-05-28,2023-07-09,Closed
CLM-000766,A,2022,2022-07-13,2022-07-24,2024-10-10,Closed
CLM-000767,A,2022,2022-07-16,2022-08-30,2024-03-18,Closed
CLM-000768,A,2022,2022-01-01,2022-01-26,2023-03-18,Closed
CLM-000769,A,2022,2022-02-15,2022-03-10,2023-07-28,Closed
CLM-000770,A,2022,2022-03-01,2022-04-02,2023-07-01,Closed
CLM-000771,A,2022,2022-03-13,2022-05-18,2024-09-22,Closed
CLM-000772,A,2022,2022-02-04,2022-02-26,2023-04-30,Closed
CLM-000773,A,2022,2022-04-25,2022-05-13,2023-06-30,Closed
CLM-000774,A,2022,2022-07-20,2022-09-15,2023-11-01,Closed
CLM-000775,A,2022,2022-04-23,2022-06-01,2022-11-30,Closed
CLM-000776,A,2022,2022-05-01,2022-05-16,2023-12-28,Closed
CLM-000777,A,2022,2022-06-21,2022-07-11,2024-12-24,Closed
CLM-000778,A,2022,2022-07-20,2022-08-11,2023-12-06,Closed
CLM-000779,A,2022,2022-05-01,2022-05-26,2024-04-13,Closed
CLM-000780,A,2022,2022-03-22,2022-03-29,2024-10-05,Closed
CLM-000781,A,2022,2022-05-30,2022-06-05,2024-01-10,Closed
CLM-000782,A,2022,2022-01-09,2022-01-19,2022-11-27,Closed
CLM-000783,A,2022,2022-06-29,2022-07-09,,Open
CLM-000784,A,2022,2022-12-10,2022-12-22,2024-06-09,Closed
CLM-000785,A,2022,2022-05-26,2022-06-26,2023-01-19,Closed
CLM-000786,A,2022,2022-02-09,2022-02-26,,Open
CLM-000787,A,2022,2022-09-16,2022-10-08,2024-04-22,Closed
CLM-000788,A,2022,2022-02-16,2022-02-24,2024-09-30,Closed
CLM-000789,A,2022,2022-03-12,2022-03-26,,Open
CLM-000790,A,2022,2022-02-23,2022-03-25,2025-03-27,Closed
CLM-000791,A,2022,2022-11-19,2022-12-19,2024-01-31,Closed
CLM-000792,A,2022,2022-12-25,2023-01-06,2025-09-01,Closed
CLM-000793,A,2022,2022-07-27,2022-08-18,2024-04-06,Closed
CLM-000794,A,2022,2022-08-14,2022-11-15,2024-09-01,Closed
CLM-000795,A,2022,2022-08-24,2022-09-12,2023-03-03,Closed
CLM-000796,A,2022,2022-08-11,2022-08-23,2023-11-05,Closed
CLM-000797,A,2022,2022-07-18,2022-08-04,2023-10-04,Closed
CLM-000798,A,2022,2022-12-27,2023-01-17,2025-06-24,Closed
CLM-000799,A,2022,2022-09-25,2022-10-12,2023-05-23,Closed
CLM-000800,A,2022,2022-02-02,2022-02-21,2025-03-13,Closed
CLM-000801,A,2022,2022-05-24,2022-05-31,2023-11-26,Closed
CLM-000802,A,2022,2022-12-22,2023-01-01,2025-03-18,Closed
CLM-000803,A,2022,2022-05-28,2022-06-15,2023-09-11,Closed
CLM-000804,A,2022,2022-03-16,2022-04-02,2023-10-21,Closed
CLM-000805,A,2022,2022-11-13,2022-11-26,2023-12-31,Closed
CLM-000806,A,2022,2022-08-16,2022-09-02,2024-01-17,Closed
CLM-000807,A,2022,2022-07-25,2022-08-14,2024-05-21,Closed
CLM-000808,A,2022,2022-06-03,2022-07-10,,Open
CLM-000809,A,2022,2022-02-15,2022-03-05,2025-08-16,Closed
CLM-000810,A,2022,2022-05-21,2022-06-16,2023-01-18,Closed
CLM-000811,A,2022,2022-06-09,2022-06-22,2024-12-06,Closed
CLM-000812,A,2022,2022-12-06,2023-01-04,2023-12-23,Closed
CLM-000813,A,2022,2022-04-23,2022-05-19,2023-08-14,Closed
CLM-000814,A,2022,2022-02-24,2022-04-01,2023-01-11,Closed
CLM-000815,A,2022,2022-06-06,2022-07-08,2023-05-04,Closed
CLM-000816,A,2022,2022-12-30,2023-01-29,2025-02-14,Closed
CLM-000817,A,2022,2022-06-26,2022-07-14,2025-06-19,Closed
CLM-000818,A,2022,2022-05-19,2022-06-11,,Open
CLM-000819,A,2022,2022-09-01,2022-10-13,2023-08-03,Closed
CLM-000820,A,2022,2022-08-25,2022-09-06,2024-07-03,Closed
CLM-000821,A,2022,2022-04-20,2022-05-02,2022-10-12,Closed
CLM-000822,A,2022,2022-12-20,2023-01-11,2023-07-31,Closed
CLM-000823,A,2022,2022-08-05,2022-08-31,2023-07-05,Closed
CLM-000824,A,2022,2022-01-22,2022-02-02,2024-02-06,Closed
CLM-000825,A,2022,2022-05-29,2022-06-16,,Open
CLM-000826,A,2022,2022-12-03,2022-12-21,,Open
CLM-000827,A,2022,2022-05-24,2022-05-28,2022-12-23,Closed
CLM-000828,A,2022,2022-07-27,2022-08-13,2023-09-29,Closed
CLM-000829,A,2022,2022-08-12,,2023-12-11,Closed
CLM-000830,A,2022,2022-09-15,2022-10-02,,Open
CLM-000831,A,2022,2022-11-15,2023-01-07,2024-01-24,Closed
CLM-000832,A,2022,2022-02-24,2022-03-04,2023-11-30,Closed
CLM-000833,A,2022,2022-07-08,2022-07-19,2024-08-12,Closed
CLM-000834,A,2022,2022-07-14,2022-07-17,2023-09-01,Closed
CLM-000835,A,2022,2022-02-25,2022-03-11,2024-02-18,Closed
CLM-000836,A,2022,2022-09-03,2022-09-18,2024-08-07,Closed
CLM-000837,A,2022,2022-02-13,2022-02-26,2024-01-05,Closed
CLM-000838,A,2022,2022-06-16,2022-07-29,2023-08-26,Closed
CLM-000839,A,2022,2022-05-01,2022-06-06,2024-07-21,Closed
CLM-000840,A,2022,2022-02-26,2022-03-19,2023-02-03,Closed
CLM-000841,A,2022,2022-10-28,2022-11-12,2025-03-30,Closed
CLM-000842,A,2022,2022-03-31,2022-05-11,2023-07-08,Closed
CLM-000843,A,2022,2022-04-04,2022-04-23,2023-09-07,Closed
CLM-000844,A,2022,2022-11-08,2022-11-19,2024-02-18,Closed
CLM-000845,A,2022,2022-11-17,2022-11-23,2023-09-18,Closed
CLM-000846,A,2022,2022-01-13,2022-01-27,2022-08-19,Closed
CLM-000847,A,2022,2022-04-12,2022-05-15,2024-04-10,Closed
CLM-000848,A,2022,2022-09-16,2022-12-23,2025-09-01,Closed
CLM-000849,A,2022,2022-10-12,2022-11-01,2023-02-04,Closed
CLM-000850,A,2022,2022-12-31,2023-01-11,2024-05-07,Closed
CLM-000851,A,2022,2022-07-22,2022-07-30,,Open
CLM-000852,A,2022,2022-01-03,2022-02-01,2023-10-21,Closed
CLM-000853,A,2022,2022-11-15,2022-11-20,2025-03-16,Closed
CLM-000854,A,2022,2022-02-28,2022-03-29,2023-08-05,Closed
CLM-000855,A,2022,2022-02-14,2022-03-21,2023-04-05,Closed
CLM-000856,A,2022,2022-09-04,2022-10-01,2024-07-30,Closed
CLM-000857,A,2022,2022-08-09,2022-08-26,2025-05-31,Closed
CLM-000858,A,2022,2022-01-22,2022-02-20,,Open
CLM-000859,A,2022,2022-03-03,2022-03-25,2023-05-06,Closed
CLM-000860,A,2022,2022-08-04,2022-08-15,2023-06-29,Closed
CLM-000861,A,2022,2022-04-04,2022-06-16,2023-06-24,Closed
CLM-000862,A,2022,2022-09-07,2022-09-22,2024-07-19,Closed
CLM-000863,A,2022,2022-05-31,2022-07-04,2023-11-01,Closed
CLM-000864,A,2022,2022-08-03,2022-08-06,2024-04-12,Closed
CLM-000865,A,2022,2022-06-23,2022-08-10,2024-06-29,Closed
CLM-000866,A,2022,2022-05-14,2022-07-08,2024-10-16,Closed
CLM-000867,A,2022,2022-05-05,2022-05-25,2023-12-15,Closed
CLM-000868,A,2022,2022-09-12,2022-10-11,2024-10-05,Closed
CLM-000869,A,2022,2022-07-07,2022-08-05,2023-08-23,Closed
CLM-000870,A,2022,2022-08-05,2022-08-17,2025-01-21,Closed
CLM-000871,A,2022,2022-07-30,2022-08-28,2022-12-29,Closed
CLM-000872,A,2022,2022-03-17,2022-03-28,2024-04-30,Closed
CLM-000873,A,2022,2022-11-30,2022-12-13,2023-07-04,Closed
CLM-000874,A,2022,2022-07-25,2022-09-07,2023-12-16,Closed
CLM-000875,A,2022,2022-09-20,2022-10-29,2024-08-16,Closed
CLM-000876,A,2022,2022-11-18,2022-11-30,2025-06-12,Closed
CLM-000877,A,2022,2022-12-04,2022-12-15,2025-12-24,Closed
CLM-000878,A,2022,2022-09-01,2022-09-13,2023-04-26,Closed
CLM-000879,A,2022,2022-10-15,2022-11-17,2025-02-15,Closed
CLM-000880,A,2022,2022-06-22,2022-07-01,2024-04-09,Closed
CLM-000881,A,2022,2022-09-27,2022-10-22,2024-05-20,Closed
CLM-000882,A,2022,2022-04-28,2022-05-31,2024-12-24,Closed
CLM-000883,A,2022,2022-09-17,2022-10-05,2023-12-17,Closed
CLM-000884,A,2022,2022-02-01,2022-03-13,2023-11-01,Closed
CLM-000885,A,2022,2022-11-30,2022-12-16,2025-02-25,Closed
CLM-000886,A,2022,2022-03-31,2022-04-17,2023-12-02,Closed
CLM-000887,A,2022,2022-08-28,2022-09-07,2024-06-11,Closed
CLM-000888,A,2022,2022-01-05,2022-02-14,2024-04-14,Closed
CLM-000889,A,2022,2022-02-26,2022-03-09,2024-06-13,Closed
CLM-000890,A,2022,2022-12-27,2023-01-21,2025-03-17,Closed
CLM-000891,A,2022,2022-11-01,2022-11-20,2025-03-16,Closed
CLM-000892,A,2022,2022-03-23,2022-04-01,2023-04-07,Closed
CLM-000893,A,2022,2022-02-17,2022-03-02,2023-04-24,Closed
CLM-000894,A,2022,2022-10-25,2022-12-16,2024-03-11,Closed
CLM-000895,A,2022,2022-12-28,2023-01-20,2024-04-27,Closed
CLM-000896,A,2022,2022-03-03,2022-03-12,2023-08-18,Closed
CLM-000897,A,2022,2022-08-31,2022-09-24,2024-09-01,Closed
CLM-000898,A,2022,2022-04-14,2022-05-02,2024-03-16,Closed
CLM-000899,A,2022,2022-09-29,2023-05-11,2024-06-14,Closed
CLM-000900,A,2022,2022-06-02,2022-06-26,2023-03-09,Closed
CLM-000901,A,2022,2022-02-15,2022-03-02,2024-03-14,Closed
CLM-000902,A,2022,2022-04-29,2022-06-22,2022-12-27,Closed
CLM-000903,A,2022,2022-07-16,2022-07-21,2023-11-03,Closed
CLM-000904,A,2022,2022-10-19,2022-11-09,2024-10-04,Closed
CLM-000905,A,2022,2022-01-08,2022-03-29,2022-12-15,Closed
CLM-000906,A,2022,2022-12-16,2023-01-03,2024-07-31,Closed
CLM-000907,A,2022,2022-08-26,2022-08-31,2023-10-02,Closed
CLM-000908,A,2022,2022-11-16,,2024-12-31,Closed
CLM-000909,A,2022,2022-12-06,2023-01-30,2023-11-14,Closed
CLM-000910,A,2022,2022-02-26,2022-03-24,2023-08-05,Closed
CLM-000911,A,2022,2022-02-04,2022-02-15,2025-07-03,Closed
CLM-000912,A,2022,2022-10-11,2022-10-23,2023-06-15,Closed
CLM-000913,A,2022,2022-03-10,2022-03-23,2023-11-18,Closed
CLM-000914,A,2022,2022-02-24,2022-03-21,2023-09-13,Closed
CLM-000915,A,2022,2022-06-21,2022-08-11,2025-09-18,Closed
CLM-000916,A,2022,2022-11-30,2023-01-10,2023-09-03,Closed
CLM-000917,A,2022,2022-10-18,2022-11-14,2024-11-07,Closed
CLM-000918,A,2022,2022-07-09,2022-07-16,2023-02-05,Closed
CLM-000919,A,2022,2022-03-13,2022-03-20,2024-02-21,Closed
CLM-000920,A,2022,2022-05-03,2022-06-01,2024-03-28,Closed
CLM-000921,A,2022,2022-09-09,2022-09-16,2025-06-19,Closed
CLM-000922,A,2022,2022-02-27,2022-03-16,2024-11-25,Closed
CLM-000923,A,2022,2022-07-11,2022-08-04,2023-09-10,Closed
CLM-000924,A,2022,2022-01-05,2022-01-14,2023-06-22,Closed
CLM-000925,A,2022,2022-04-29,2022-05-08,2024-12-24,Closed
CLM-000926,A,2022,2022-04-01,2022-04-19,2023-03-28,Closed
CLM-000927,A,2022,2022-09-06,2022-10-04,2023-05-13,Closed
CLM-000928,A,2022,2022-11-30,2023-01-11,2024-07-17,Closed
CLM-000929,A,2022,2022-02-23,2022-03-25,2025-05-13,Closed
CLM-000930,A,2022,2022-10-19,2022-11-09,2024-01-03,Closed
CLM-000931,A,2022,2022-08-28,2022-09-08,2023-11-14,Closed
CLM-000932,A,2022,2022-12-20,2022-12-29,2024-06-07,Closed
CLM-000933,A,2022,2022-11-29,2022-12-12,2024-07-28,Closed
CLM-000934,A,2022,2022-02-06,2022-03-04,2023-05-19,Closed
CLM-000935,A,2022,2022-09-29,2022-10-24,2023-08-15,Closed
CLM-000936,A,2022,2022-08-05,2022-08-09,2023-10-20,Closed
CLM-000937,A,2022,2022-02-11,2022-02-22,2024-06-18,Closed
CLM-000938,A,2022,2022-04-04,2022-05-20,2024-03-01,Closed
CLM-000939,A,2022,2022-12-05,2022-12-26,2025-10-09,Closed
CLM-000940,A,2022,2022-07-18,2022-07-25,2024-02-04,Closed
CLM-000941,A,2023,2023-02-16,2023-03-06,2025-05-07,Closed
CLM-000942,A,2023,2023-08-13,2023-08-27,2024-12-07,Closed
CLM-000943,A,2023,2023-10-13,2023-11-04,2025-04-30,Closed
CLM-000944,A,2023,2023-02-17,2023-05-04,2024-12-19,Closed
CLM-000945,A,2023,2023-01-15,2023-01-30,2025-01-25,Closed
CLM-000946,A,2023,2023-11-24,2023-12-18,2024-11-04,Closed
CLM-000947,A,2023,2023-12-07,2024-02-25,2025-03-12,Closed
CLM-000948,A,2023,2023-02-27,2023-03-12,2023-07-27,Closed
CLM-000949,A,2023,2023-11-26,2024-02-05,,Open
CLM-000950,A,2023,2023-11-29,2023-12-19,2025-09-28,Closed
CLM-000951,A,2023,2023-12-31,2024-03-09,2024-12-25,Closed
CLM-000952,A,2023,2023-03-20,2023-04-22,,Open
CLM-000953,A,2023,2023-07-31,2023-08-24,2025-08-15,Closed
CLM-000954,A,2023,2023-12-29,2024-01-17,2025-04-11,Closed
CLM-000955,A,2023,2023-11-26,2023-12-08,2024-08-22,Closed
CLM-000956,A,2023,2023-08-09,2023-08-30,2024-12-12,Closed
CLM-000957,A,2023,2023-03-13,2023-04-19,2025-04-22,Closed
CLM-000958,A,2023,2023-01-31,2023-02-19,2024-03-28,Closed
CLM-000959,A,2023,2023-04-05,2023-04-21,2025-05-09,Closed
CLM-000960,A,2023,2023-01-24,2023-02-09,2023-12-29,Closed
CLM-000961,A,2023,2023-03-13,2023-04-22,2024-07-26,Closed
CLM-000962,A,2023,2023-01-28,2023-03-16,2024-03-22,Closed
CLM-000963,A,2023,2023-10-06,2023-10-18,2025-06-15,Closed
CLM-000964,A,2023,2023-08-04,2023-08-16,2025-09-30,Closed
CLM-000965,A,2023,2023-07-09,2023-08-04,2025-07-11,Closed
CLM-000966,A,2023,2023-10-23,2023-12-20,2025-01-30,Closed
CLM-000967,A,2023,2023-05-30,2023-07-13,2024-05-12,Closed
CLM-000968,A,2023,2023-05-28,2023-06-05,2024-03-23,Closed
CLM-000969,A,2023,2023-03-17,2023-04-02,2025-04-27,Closed
CLM-000970,A,2023,2023-06-12,2023-06-22,2025-10-06,Closed
CLM-000971,A,2023,2023-03-05,2023-03-21,,Open
CLM-000972,A,2023,2023-08-04,2023-10-04,2025-11-16,Closed
CLM-000973,A,2023,2023-12-31,2024-01-07,2025-12-03,Closed
CLM-000974,A,2023,2023-07-14,2023-07-20,2025-03-05,Closed
CLM-000975,A,2023,2023-04-20,2023-05-01,2025-06-16,Closed
CLM-000976,A,2023,2023-09-09,2023-10-03,2025-02-19,Closed
CLM-000977,A,2023,2023-10-27,2023-11-26,2025-04-30,Closed
CLM-000978,A,2023,2023-06-22,2023-07-19,2024-12-14,Closed
CLM-000979,A,2023,2023-04-02,2023-05-17,,Open
CLM-000980,A,2023,2023-09-18,2023-09-23,,Open
CLM-000981,A,2023,2023-03-10,2023-04-24,,Open
CLM-000982,A,2023,2023-12-31,2024-01-16,2025-03-05,Closed
CLM-000983,A,2023,2023-04-27,2023-05-30,2024-09-27,Closed
CLM-000984,A,2023,2023-05-08,2023-05-15,2025-06-16,Closed
CLM-000985,A,2023,2023-09-23,2023-10-13,2025-08-19,Closed
CLM-000986,A,2023,2023-01-05,2023-01-28,2024-08-09,Closed
CLM-000987,A,2023,2023-03-16,2023-04-29,2024-09-13,Closed
CLM-000988,A,2023,2023-02-15,2023-02-21,2024-10-05,Closed
CLM-000989,A,2023,2023-05-23,2023-06-12,2025-12-29,Closed
CLM-000990,A,2023,2023-07-22,2023-07-31,2024-05-04,Closed
CLM-000991,A,2023,2023-03-07,2023-04-04,2024-04-27,Closed
CLM-000992,A,2023,2023-05-06,2023-06-09,,Open
CLM-000993,A,2023,2023-10-09,2023-11-27,2025-06-13,Closed
CLM-000994,A,2023,2023-12-10,2023-12-23,2025-01-11,Closed
CLM-000995,A,2023,2023-01-06,2023-02-13,2023-09-30,Closed
CLM-000996,A,2023,2023-08-18,2023-10-08,2025-07-11,Closed
CLM-000997,A,2023,2023-01-10,2023-01-16,,Open
CLM-000998,A,2023,2023-07-09,2023-08-08,,Open
CLM-000999,A,2023,2023-11-18,2023-12-27,2025-04-03,Closed
CLM-001000,A,2023,2023-10-19,2023-11-04,2024-07-02,Closed
CLM-001001,A,2023,2023-03-26,2023-04-03,2024-12-07,Closed
CLM-001002,A,2023,2023-04-05,2023-05-13,2024-12-19,Closed
CLM-001003,A,2023,2023-10-13,2023-10-21,2025-11-19,Closed
CLM-001004,A,2023,2023-10-27,2023-11-13,2025-06-19,Closed
CLM-001005,A,2023,2023-04-13,2023-05-02,2024-12-02,Closed
CLM-001006,A,2023,2023-01-02,2023-02-04,,Open
CLM-001007,A,2023,2023-06-12,2023-06-24,2025-11-16,Closed
CLM-001008,A,2023,2023-08-15,2023-08-27,2024-09-18,Closed
CLM-001009,A,2023,2023-06-11,2023-07-02,2024-09-21,Closed
CLM-001010,A,2023,2023-12-08,2024-01-17,2025-02-04,Closed
CLM-001011,A,2023,2023-10-24,2024-01-31,2025-03-08,Closed
CLM-001012,A,2023,2023-10-15,2023-10-21,2024-12-05,Closed
CLM-001013,A,2023,2023-01-08,2023-02-01,2023-09-20,Closed
CLM-001014,A,2023,2023-11-08,2023-11-17,2025-09-01,Closed
CLM-001015,A,2023,2023-10-03,2023-11-12,,Open
CLM-001016,A,2023,2023-05-25,2023-06-04,2025-03-30,Closed
CLM-001017,A,2023,2023-08-04,2023-08-16,2024-10-25,Closed
CLM-001018,A,2023,2023-10-28,2023-11-10,2024-11-07,Closed
CLM-001019,A,2023,2023-11-27,2023-12-15,2024-04-23,Closed
CLM-001020,A,2023,2023-07-21,2023-08-15,2024-02-02,Closed
CLM-001021,A,2023,2023-01-16,2023-02-13,2025-03-10,Closed
CLM-001022,A,2023,2023-08-14,2023-09-02,,Open
CLM-001023,A,2023,2023-09-06,2023-09-13,2025-08-06,Closed
CLM-001024,A,2023,2023-01-22,2023-02-24,2024-07-27,Closed
CLM-001025,A,2023,2023-10-26,2023-11-14,,Open
CLM-001026,A,2023,2023-03-15,2023-04-29,2024-11-24,Closed
CLM-001027,A,2023,2023-11-22,2023-12-04,2025-03-11,Closed
CLM-001028,A,2023,2023-07-21,2023-07-27,2025-03-30,Closed
CLM-001029,A,2023,2023-04-28,2023-05-17,2024-08-22,Closed
CLM-001030,A,2023,2023-01-22,2023-03-12,,Open
CLM-001031,A,2023,2023-01-07,2023-01-29,2025-05-30,Closed
CLM-001032,A,2023,2023-09-28,2023-10-15,2025-08-23,Closed
CLM-001033,A,2023,2023-05-18,2023-05-28,,Open
CLM-001034,A,2023,2023-11-03,2024-01-10,2025-07-10,Closed
CLM-001035,A,2023,2023-03-26,2023-04-04,2025-08-05,Closed
CLM-001036,A,2023,2023-12-02,2023-12-14,2025-03-31,Closed
CLM-001037,A,2023,2023-12-10,2024-01-08,2025-01-03,Closed
CLM-001038,A,2023,2023-02-07,2023-02-12,2025-03-20,Closed
CLM-001039,A,2023,2023-08-25,2023-10-12,,Open
CLM-001040,A,2023,2023-12-09,2024-01-08,2025-03-02,Closed
CLM-001041,A,2023,2023-04-28,2023-06-04,2025-03-01,Closed
CLM-001042,A,2023,2023-01-25,2023-02-23,2024-07-07,Closed
CLM-001043,A,2023,2023-11-16,2023-12-03,,Open
CLM-001044,A,2023,2023-06-23,2023-07-02,2025-09-03,Closed
CLM-001045,A,2023,2023-01-10,2023-01-28,2025-03-28,Closed
CLM-001046,A,2023,2023-11-03,2023-11-13,,Open
CLM-001047,A,2023,2023-09-05,2023-10-03,2025-10-12,Closed
CLM-001048,A,2023,2023-01-26,2023-03-02,2024-11-06,Closed
CLM-001049,A,2023,2023-04-05,2023-05-31,2024-02-10,Closed
CLM-001050,A,2023,2023-01-07,2023-02-01,2024-10-24,Closed
CLM-001051,A,2023,2023-12-15,2024-01-22,,Open
CLM-001052,A,2023,2023-01-10,2023-01-26,2024-06-03,Closed
CLM-001053,A,2023,2023-10-18,2023-11-01,2025-04-23,Closed
CLM-001054,A,2023,2023-07-06,2023-08-02,,Open
CLM-001055,A,2023,2023-08-01,2023-08-16,2025-08-08,Closed
CLM-001056,A,2023,2023-10-24,2023-11-17,2024-10-15,Closed
CLM-001057,A,2023,2023-11-23,2023-12-02,,Open
CLM-001058,A,2023,2023-02-16,2023-02-26,2024-12-31,Closed
CLM-001059,A,2023,2023-01-07,2023-02-07,2025-07-16,Closed
CLM-001060,A,2023,2023-02-15,2023-03-24,2024-05-22,Closed
CLM-001061,A,2023,2023-09-07,2023-09-17,2025-11-17,Closed
CLM-001062,A,2023,2023-07-27,2023-08-27,2024-08-18,Closed
CLM-001063,A,2023,2023-01-31,2023-02-13,2024-09-02,Closed
CLM-001064,A,2023,2023-03-27,2023-04-16,2023-09-24,Closed
CLM-001065,A,2023,2023-07-16,2023-09-07,,Open
CLM-001066,A,2023,2023-09-24,2023-10-29,2025-03-14,Closed
CLM-001067,A,2023,2023-05-06,2023-06-09,2024-12-25,Closed
CLM-001068,A,2023,2023-12-13,2024-02-27,2025-01-02,Closed
CLM-001069,A,2023,2023-12-29,2024-01-10,,Open
CLM-001070,A,2023,2023-10-07,2023-10-17,2025-12-19,Closed
CLM-001071,A,2023,2023-06-15,2023-06-27,2024-07-18,Closed
CLM-001072,A,2023,2023-11-17,2023-12-03,2025-03-30,Closed
CLM-001073,A,2023,2023-09-23,2023-09-26,2024-09-01,Closed
CLM-001074,A,2023,2023-07-09,2023-07-26,,Open
CLM-001075,A,2023,2023-06-11,2023-06-24,2024-11-10,Closed
CLM-001076,A,2023,2023-10-31,2023-12-04,,Open
CLM-001077,A,2023,2023-07-23,2023-08-17,,Open
CLM-001078,A,2023,2023-03-08,2023-03-21,,Open
CLM-001079,A,2023,2023-12-31,2024-01-30,2025-01-31,Closed
CLM-001080,A,2023,2023-01-25,2023-02-27,2024-08-18,Closed
CLM-001081,A,2023,2023-09-11,2023-09-22,2023-12-10,Closed
CLM-001082,A,2023,2023-08-28,2023-09-11,2025-06-24,Closed
CLM-001083,A,2023,2023-08-02,2023-08-06,2025-02-04,Closed
CLM-001084,A,2023,2023-01-19,,2023-06-22,Closed
CLM-001085,A,2023,2023-06-29,2023-07-10,2025-08-20,Closed
CLM-001086,A,2023,2023-11-22,2023-12-13,2025-10-17,Closed
CLM-001087,A,2023,2023-03-29,2023-04-08,2025-01-22,Closed
CLM-001088,A,2023,2023-09-10,2023-09-23,2024-07-14,Closed
CLM-001089,A,2023,2023-11-10,2023-11-18,2024-12-24,Closed
CLM-001090,A,2023,2023-12-14,2024-01-05,2025-10-02,Closed
CLM-001091,A,2023,2023-07-08,2023-08-03,2025-09-03,Closed
CLM-001092,A,2023,2023-04-25,2023-05-21,2025-05-01,Closed
CLM-001093,A,2023,2023-09-13,2023-10-03,2025-07-12,Closed
CLM-001094,A,2023,2023-06-27,2023-07-03,2024-03-25,Closed
CLM-001095,A,2023,2023-08-17,2023-08-29,2024-08-25,Closed
CLM-001096,A,2023,2023-09-28,2023-10-13,,Open
CLM-001097,A,2023,2023-09-17,2023-10-02,2025-03-06,Closed
CLM-001098,A,2023,2023-03-30,2023-04-20,2024-07-01,Closed
CLM-001099,A,2023,2023-10-03,2023-11-26,2025-10-25,Closed
CLM-001100,A,2023,2023-07-17,2023-08-21,2025-03-25,Closed
CLM-001101,A,2023,2023-12-06,2023-12-16,2025-07-11,Closed
CLM-001102,A,2023,2023-08-29,2023-09-30,,Open
CLM-001103,A,2023,2023-11-22,2023-12-23,2024-12-09,Closed
CLM-001104,A,2023,2023-12-24,2024-01-04,2024-06-10,Closed
CLM-001105,A,2023,2023-12-29,2024-02-03,2025-10-01,Closed
CLM-001106,A,2023,2023-09-29,2023-10-16,2025-08-29,Closed
CLM-001107,A,2023,2023-08-07,2023-08-14,2024-11-22,Closed
CLM-001108,A,2023,2023-02-13,2023-03-12,2024-12-09,Closed
CLM-001109,A,2023,2023-05-21,2023-06-13,2025-05-26,Closed
CLM-001110,A,2023,2023-06-23,2023-07-10,2024-10-16,Closed
CLM-001111,A,2023,2023-10-12,2023-10-31,,Open
CLM-001112,A,2023,2023-08-03,2023-08-15,2025-07-20,Closed
CLM-001113,A,2023,2023-06-10,2023-07-10,,Open
CLM-001114,A,2023,2023-02-23,2023-03-14,2024-09-20,Closed
CLM-001115,A,2023,2023-09-19,2023-10-11,,Open
CLM-001116,A,2023,2023-06-07,2023-07-02,2024-05-31,Closed
CLM-001117,A,2023,2023-01-14,2023-01-22,2025-04-04,Closed
CLM-001118,A,2023,2023-04-14,2023-04-24,2024-09-29,Closed
CLM-001119,A,2023,2023-11-18,2023-11-22,2024-01-06,Closed
CLM-001120,A,2023,2023-02-13,2023-03-14,2025-02-22,Closed
CLM-001121,A,2023,2023-05-29,2023-06-06,2024-11-03,Closed
CLM-001122,A,2023,2023-07-06,2023-07-27,,Open
CLM-001123,A,2023,2023-01-31,2023-02-25,2025-08-04,Closed
CLM-001124,A,2023,2023-03-02,2023-04-01,2023-11-08,Closed
CLM-001125,A,2023,2023-12-10,2023-12-18,,Open
CLM-001126,A,2023,2023-08-04,2023-08-23,2025-02-03,Closed
CLM-001127,A,2023,2023-03-18,2023-05-21,,Open
CLM-001128,A,2023,2023-03-03,2023-05-08,2025-10-12,Closed
CLM-001129,A,2023,2023-06-05,2023-07-14,,Open
CLM-001130,A,2023,2023-09-22,2023-10-17,,Open
CLM-001131,A,2023,2023-09-24,2023-10-03,2025-05-16,Closed
CLM-001132,A,2023,2023-03-13,2023-04-15,2025-03-23,Closed
CLM-001133,A,2023,2023-09-22,2023-10-09,2024-10-22,Closed
CLM-001134,A,2023,2023-11-24,2023-12-23,2024-08-24,Closed
CLM-001135,A,2023,2023-03-24,2023-04-05,2023-12-19,Closed
CLM-001136,A,2023,2023-01-10,2023-01-27,,Open
CLM-001137,A,2023,2023-12-16,2024-01-07,,Open
CLM-001138,A,2023,2023-07-10,2023-08-02,2024-07-02,Closed
CLM-001139,A,2023,2023-10-11,2023-11-08,2024-10-01,Closed
CLM-001140,A,2023,2023-04-27,2023-05-10,2025-11-09,Closed
CLM-001141,A,2023,2023-04-20,2023-04-27,2024-04-20,Closed
CLM-001142,A,2023,2023-03-24,2023-05-25,,Open
